asin,avg_rating,num_reviews,price,title_y,features,os,color
B09DFQGBF2,4.0,1,2699.0,"FusionTech ABC 17 9710 Touchscreen Laptop, 17 inch UHD+ Display - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 11 Pro + 1 Year ProSupport  - Platinum Silver","[Aspect Ratio:16:10, POWERFUL PERFORMANCE: 11th Generation Intel Core i7 processors and NVIDIA RTX graphics power the most intensive creative pursuits, STUNNING SCREEN: A 16:10 4-sided InfinityEdge display provides stunning edge-to-edge view. Plus, with 921k more pixels on UHD+, you’ll be more productive than ever, EASY ON THE EYES: Eyesafe technology built into the screen reduces harmful blue light all while maintaining vivid color, UP YOUR CREATIVE GAME: Take your creative projects to a new level with GeForce RTX 30 Series laptops delivering AI-acceleration in top creative apps, IMMERSIVE SOUND: Expand audio into an immersive 3D soundscape with our quad speaker design and Waves Nx 3D audio for speakers]",Windows 11 Home,Silver
B09K3FH3P3,4.714285714285714,7,967.99,FusionTech G15 15.6 Inch FHD 120Hz LED Gaming Laptop | AMD Ryzen 7 5800H Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 3050 Ti | Backlit Keyboard | Wi-Fi 6 | Windows 10 Home | Gray,"[[High Speed RAM And Enormous Space] Substantial high-bandwidth 32GB RAM to smoothly run your games and photo- and video-editing applications , as well as multiple programs and browser tabs all at once . A flash-based 1024GB SSD has no moving parts , resulting in faster start-up times and data access , no noise , and reduced heat production and power draw on the battery ., [AMD Ryzen 7 5800H processor] The AMD Ryzen 7 5800H is a processor for big ( gaming ) laptops based on the Cezanne generation . The R7 5800H integrates all eight cores based on the Zen 3 microarchitecture . They are clocked at 2 . 8 ( guaranteed base clock ) to 4 . 4 GHz ( Turbo ) and support SMT / Hyperthreading ( 16 threads ). The chip is manufactured in the modern 7 nm process at TSMC . Compared to the 5800H ( up to 54 W ), the 5800HS is configured to a TDP of 35W ., [15 . 6â€ Full HD 1920 x 1080 display] 15 . 6â€ FHD screen ( 1920 x 1080 ) offers crystal-clear images . 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity . Antireflective finish reduces eyestrain and widens the field of view ., [NVIDIA GeForce RTX 3050 Ti graphics] Backed by 4GB GDDR6 dedicated video memory for a fast , advanced GPU to fuel your games . NVIDIA Optimus technology optimizes the laptop for both graphics performance and battery life conservation ., [Other Features] Built-in HD webcam with microphone , Backlit keyboard , Wi-Fi , Ethernet , 3-cell Lithium-ion battery , Windows 10 Home 64-bit]",,
B09K3N8J1B,3.75,4,988.0,FusionTech G15 15.6 Inch FHD 120Hz LED Gaming Laptop | AMD Ryzen 7 5800H Processor | 8GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 Ti | Backlit Keyboard | Wi-Fi 6 | Windows 10 Home | Gray,"[[Detailed Configuration] Substantial high-bandwidth 8GB RAM to smoothly run your games and photo- and video-editing applications , as well as multiple programs and browser tabs all at once . A flash-based 512GB SSD has no moving parts , resulting in faster start-up times and data access , no noise , and reduced heat production and power draw on the battery ., [AMD Ryzen 7 5800H processor] The AMD Ryzen 7 5800H is a processor for big ( gaming ) laptops based on the Cezanne generation . The R7 5800H integrates all eight cores based on the Zen 3 microarchitecture . They are clocked at 2 . 8 ( guaranteed base clock ) to 4 . 4 GHz ( Turbo ) and support SMT / Hyperthreading ( 16 threads ). The chip is manufactured in the modern 7 nm process at TSMC . Compared to the 5800H ( up to 54 W ), the 5800HS is configured to a TDP of 35W ., [15 . 6â€ Full HD 1920 x 1080 display] 15 . 6â€ FHD screen ( 1920 x 1080 ) offers crystal-clear images . 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity . Antireflective finish reduces eyestrain and widens the field of view ., [NVIDIA GeForce RTX 3050 Ti graphics] Backed by 4GB GDDR6 dedicated video memory for a fast , advanced GPU to fuel your games . NVIDIA Optimus technology optimizes the laptop for both graphics performance and battery life conservation ., [Other Features] Built-in HD webcam with microphone , Backlit keyboard , Wi-Fi , Ethernet , 3-cell Lithium-ion battery , Windows 10 Home 64-bit]",,
B09L2S4W7P,1.0,2,999.99,"FusionTech G15 Gaming Laptop, 15.6 inch FHD 120Hz Display, AMD Ryzen 7 5800H 8-Core Processor, NVIDIA GeForce RTX 3050Ti, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, Wi-Fi 6, Windows 10, Phantom Grey","[【Storage & RAM】Enjoy up to 15x faster performance than a traditional hard drive with 1 TB PCIe NVMe M.2 SSD storage and experience improved multitasking with higher bandwidth thanks to 32 GB of RAM, 【Processor】AMD Ryzen 7 5800H 3.20GHz 8-Core Processor (20MB Cache, Up to 4.4GHz), 【Display】15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 【Operating System】Windows 10 Home, 64-bit, English, System ram type: ddr4_sdram, Wattage: 2.0 watts]",Windows 10,Phantom Grey
B09LGYCW7T,1.8571428571428572,7,999.0,FusionTech G15 15.6 Inch FHD 120Hz LED Gaming Laptop | AMD Ryzen 7 5800H Processor | 32GB RAM | 1TB SSD | NVIDIA GeForce RTX 3050 Ti | Backlit Keyboard | Wi-Fi 6 | Windows 11 Home | Gray,"[【High Speed RAM And Enormous Space】Substantial high-bandwidth 32GB RAM to smoothly run your games and photo- and video-editing applications, as well as multiple programs and browser tabs all at once. A flash-based 1024GB SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery., 【AMD Ryzen 7 5800H processor 】The AMD Ryzen 7 5800H is a processor for big (gaming) laptops based on the Cezanne generation. The R7 5800H integrates all eight cores based on the Zen 3 microarchitecture. They are clocked at 2.8 (guaranteed base clock) to 4.4 GHz (Turbo) and support SMT / Hyperthreading (16 threads). The chip is manufactured in the modern 7 nm process at TSMC. Compared to the 5800H (up to 54 W), the 5800HS is configured to a TDP of 35W., 【15.6” Full HD 1920 x 1080 display】15.6” FHD screen (1920 x 1080) offers crystal-clear images.1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. Antireflective finish reduces eyestrain and widens the field of view., 【NVIDIA GeForce RTX 3050 Ti graphics】Backed by 4GB GDDR6 dedicated video memory for a fast, advanced GPU to fuel your games. NVIDIA Optimus technology optimizes the laptop for both graphics performance and battery life conservation., 【Other Features】Built-in HD webcam with microphone,Backlit keyboard,Wi-Fi, Ethernet,3-cell Lithium-ion battery,Windows 11 Home 64-bit]",Windows 11,Gray
B09NSL969W,3.7142857142857144,7,1019.0,"FusionTech G15 15.6"" FHD 120Hz Gaming Laptop, AMD Ryzen7 5800H(8-core, Up to 4.4 GHz), NVIDIA GeForce RTX 3050 Ti, 32GB 3200MHz RAM, 1TB PCIe SSD, Backlit Keyboard, HDMI, WiFi 6, Win 11, Grey","[【Upgraded to 32GB 3200MHz DDR4 RAM】 3200MHz high-frequency gaming memory reduces memory latency and increases memory throughput to maximize processor performance, thereby reducing lag in complex gaming scenarios and improving the gaming experience, 【Upgraded to 1TB Solid State Drive (PCI-e)】Save files fast and store more data. With massive amounts of storage and advanced communication power, PCI-e SSDs are great for major gaming applications, multiple servers, daily backups, and more, 【AMD Ryzen 7 5800H】Imagine, design and create without boundaries. The powerful AMD Ryzen tm 7 processor features machine intelligence that anticipates your needs. Discover true responsiveness with 8 cores and 16 threads for ultimate performance, 【NVIDIA GeForce RTX 3050 Ti】Backed by 4GB GDDR6 dedicated video memory for a fast, advanced GPU to fuel your games. NVIDIA Optimus technology optimizes the laptop for both graphics performance and battery life conservation, 【15.6"" Full HD 1920 x 1080 display】15.6"" FHD screen (1920 x 1080) & 120Hz.1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. Antireflective finish reduces eyestrain and widens the field of view]",Windows 11 Home,
B09NSLGDP1,5.0,1,1019.0,"FusionTech G15 15.6"" FHD 120Hz Gaming Laptop, AMD Ryzen7 5800H(8-core, Up to 4.4 GHz), NVIDIA GeForce RTX 3050 Ti, 32GB 3200MHz RAM, 1TB PCIe SSD, Backlit Keyboard, HDMI, WiFi 6, Win 11, Grey","[【Upgraded to 32GB 3200MHz DDR4 RAM】 3200MHz high-frequency gaming memory reduces memory latency and increases memory throughput to maximize processor performance, thereby reducing lag in complex gaming scenarios and improving the gaming experience, 【Upgraded to 1TB Solid State Drive (PCI-e)】Save files fast and store more data. With massive amounts of storage and advanced communication power, PCI-e SSDs are great for major gaming applications, multiple servers, daily backups, and more, 【AMD Ryzen 7 5800H】Imagine, design and create without boundaries. The powerful AMD Ryzen tm 7 processor features machine intelligence that anticipates your needs. Discover true responsiveness with 8 cores and 16 threads for ultimate performance, 【NVIDIA GeForce RTX 3050 Ti】Backed by 4GB GDDR6 dedicated video memory for a fast, advanced GPU to fuel your games. NVIDIA Optimus technology optimizes the laptop for both graphics performance and battery life conservation, 【15.6"" Full HD 1920 x 1080 display】15.6"" FHD screen (1920 x 1080) & 120Hz.1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. Antireflective finish reduces eyestrain and widens the field of view]",Windows 11 Home,
B09PH9NNL9,1.6666666666666667,3,758.17,"FusionTech Worktop 16 5620 Laptop- 16.0-inch 16:10 FHD+ (1920 x 1200) Display, Intel Core i7-1255U, 16GB Memory, 512GB SSD, NVIDIA GeForce MX570, Intel Wi-Fi 6E, Windows 11 Home - Platinum Silver","[16.0-inch 16:10 FHD plus (1920 x 1200) Anti-Glare Non-Touch 250nits WVA Display with ComfortView Support, 12th Generation Intel Core i7-1255U (12MB Cache, up to 4.7 GHz, 10 cores), 16GB (8GBx2) 3200MHz DDR4; 512GB M.2 PCIe NVMe Solid State Drive, Intel Wi-Fi 6E (6GHz) AX211 2x2 Bluetooth 5.2 Wireless Card, Windows 11 Home, English]",Windows 11 Home,Silver
B09PHBDT7K,3.272727272727273,11,2125.16,"FusionTech ABC 17 9720 Laptop 17 inch UHD+ Touchscreen Display, Intel Core i7-12700H, 16GB DDR5, 512GB SSD, NVIDIA GeForce RTX 3050, Killer Wi-Fi 6, Window 11 Pro, 1-Year Premium Support - Silver","[17.0-inch UHD plus (3840 x 2400) InfinityEdge Touch Anti-Reflecitve 500-Nit Display, 12th Generation Intel Core i7-12700H (24MB Cache, up to 4.7 GHz, 14 cores), 16GB 4800MHz DDR5, Dual-channel; 512GB M.2 PCIe NVMe Solid State Drive, NVIDIA GeForce RTX 3050 4GB GDDR6, Intel Killer Wi-Fi 6 1675 (AX211) 2x2 plus Bluetooth 5.2 Wireless Card]",Windows 11 Pro,Silver
B09PHBWN2M,1.0,1,758.17,"FusionTech Worktop 16 5620 Laptop- 16.0-inch 16:10 FHD+ (1920 x 1200) Display, Intel Core i7-1255U, 16GB Memory, 512GB SSD, NVIDIA GeForce MX570, Intel Wi-Fi 6E, Windows 11 Home - Platinum Silver","[16.0-inch 16:10 FHD plus (1920 x 1200) Anti-Glare Non-Touch 250nits WVA Display with ComfortView Support, 12th Generation Intel Core i7-1255U (12MB Cache, up to 4.7 GHz, 10 cores), 16GB (8GBx2) 3200MHz DDR4; 512GB M.2 PCIe NVMe Solid State Drive, Intel Wi-Fi 6E (6GHz) AX211 2x2 Bluetooth 5.2 Wireless Card, Windows 11 Home, English]",Windows 11 Home,Silver
B09Q6J46Z9,5.0,1,1699.0,"FusionTech Latest Gaming G15 5511, 15.6-inch inch FHD 165Hz Laptop - Intel Core i7-11800H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 11 Home - Dark Grey","[Windows 11 Home; Intel Core i7-11800H 2.3GHz 8-Core 11th Generation Processor, 15.6"" 1920x1080 165Hz LED-backlit Anti-glare Narrow Border WVA Display, NVIDIA GeForce RTX 3060 6GB GDDR6 Graphics, Upgrade to 32GB DDR4-3200 Memory (2x16GB), 1TB PCIe NVMe M.2 Solid State Drive; Backlit]",Windows 11 Home,
B09QXD27KQ,2.0,1,,"FusionTech ABC 9500 15.6"" FHD Non-Touch Business Laptop, 10th Gen Intel i7-10750H, Windows 11 Pro, 16GB RAM 512GB SSD, NVIDIA GeForce GTX 1650 Ti, Backlit Keyboard, Fingerprint Reader","[10th Generation Intel Core i7-10750H (12MB Cache, up to 4.8GHz, 6 cores), 16GB Memory, 512GB PCIe SSD, 15.6"" FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display, NVIDIA GeForce GTX 1650 Ti 4GB GDDR6, Wi-Fi, Bluetooth, Fingerprint Reader, Backlit Keyboard, Windows 11 Pro]",Windows 11 Pro,
B09WPHBVVS,3.2857142857142856,14,1699.99,"FusionTech G16 7620 Gaming Laptop - 16-inch QHD 165Hz Display, Intel Core i9-12900H Processor, 32GB DDR5 RAM, 1TB SSD, WiFi 6, NVIDIA GeForce RTX3070Ti Graphics, Services + Windows 11 Home - Black","[LARGER 16:10 SCREEN: The G Series’ first-ever 16-inch screen built into a 15-inch chassis built for gaming and life..Wireless : Intel Wi-Fi 6 AX201, 2x2, 802.11ax, Bluetooth wireless card. Primary Battery :6-Cell Battery, 86WHr (Integrated). Power : 240W AC Adapter, EXCELLENT PERFORMANCE: Top-tier thermal design and ultra-thin fan blades keep the system cool under pressure., ROBUST GRAPHICS: Powerful NVIDIA GeForce RTX 3070Ti with 8GB GDDR6 dedicated memory., IMPROVE PERFORMANCE WITH THE TOUCH OF A BUTTON: A Game Shift macro key in the F9 position gives you extra power for more intense gameplay moments., KEEP IT COOL: Dual air intake and four large exhaust vents maximize airflow over the copper pipes for optimal cooling and heat dissipation.]",Windows 11 Home,Obsidian Black
B09WQBS587,3.3333333333333335,3,669.0,"FusionTech G15 5520 Gaming Laptop - 15.6-inch FHD 120Hz Display, Core i5-12500H, 8GB DDR5 RAM, 512GB SSD, NVIDIA RTX 3050 4GB GDDR6, Intel Wi-Fi 6, Windows 11 Home - Dark Shadow Grey",[],Windows 11 Home,Black
B09YBQYJLS,3.95,20,1699.9900000000002,"FusionTech G16 7620 Gaming Laptop - 16-inch QHD 165Hz Display, Intel Core i9-12900H Processor, 32GB DDR5 RAM, 1TB SSD, WiFi 6, NVIDIA GeForce RTX3070Ti Graphics, Services + Windows 11 Home - Black","[LARGER 16:10 SCREEN: The G Series’ first-ever 16-inch screen built into a 15-inch chassis built for gaming and life..Wireless : Intel Wi-Fi 6 AX201, 2x2, 802.11ax, Bluetooth wireless card. Primary Battery :6-Cell Battery, 86WHr (Integrated). Power : 240W AC Adapter, EXCELLENT PERFORMANCE: Top-tier thermal design and ultra-thin fan blades keep the system cool under pressure., ROBUST GRAPHICS: Powerful NVIDIA GeForce RTX 3070Ti with 8GB GDDR6 dedicated memory., IMPROVE PERFORMANCE WITH THE TOUCH OF A BUTTON: A Game Shift macro key in the F9 position gives you extra power for more intense gameplay moments., KEEP IT COOL: Dual air intake and four large exhaust vents maximize airflow over the copper pipes for optimal cooling and heat dissipation.]",Windows 11 Home,Obsidian Black
B09YC1X778,4.222222222222222,9,2125.16,"FusionTech ABC 17 9720 Laptop 17 inch UHD+ Touchscreen Display, Intel Core i7-12700H, 16GB DDR5, 512GB SSD, NVIDIA GeForce RTX 3050, Killer Wi-Fi 6, Window 11 Pro, 1-Year Premium Support - Silver","[17.0-inch UHD plus (3840 x 2400) InfinityEdge Touch Anti-Reflecitve 500-Nit Display, 12th Generation Intel Core i7-12700H (24MB Cache, up to 4.7 GHz, 14 cores), 16GB 4800MHz DDR5, Dual-channel; 512GB M.2 PCIe NVMe Solid State Drive, NVIDIA GeForce RTX 3050 4GB GDDR6, Intel Killer Wi-Fi 6 1675 (AX211) 2x2 plus Bluetooth 5.2 Wireless Card]",Windows 11 Pro,Silver
B09YCXQBGD,4.0,2,1997.0,"FusionTech ABC 17 9720 Laptop - 17.0-inch FHD+ (1920 x 1200) Display, Intel Core i7-12700H, 16GB DDR5, 1TB SSD, NVIDIA GeForce RTX 3050, Killer Wi-Fi 6, 1-Year Premium Support, Window 11 Home - Silver","[17.0-inch FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display, 12th Generation Intel Core i7-12700H (24MB Cache, up to 4.7 GHz, 14 cores), 16GB 4800MHz DDR5, Dual-channel; 1TB M.2 PCIe NVMe Solid State Drive, NVIDIA GeForce RTX 3050 4GB GDDR6, Intel Killer Wi-Fi 6 1675 (AX211) 2x2 + Bluetooth 5.2 Wireless Card]",Windows 11 Home,Silver
B09YTZ5SHJ,4.5,10,1699.9900000000002,"FusionTech G16 7620 Gaming Laptop - 16-inch QHD 165Hz Display, Intel Core i9-12900H Processor, 32GB DDR5 RAM, 1TB SSD, WiFi 6, NVIDIA GeForce RTX3070Ti Graphics, Services + Windows 11 Home - Black","[LARGER 16:10 SCREEN: The G Series’ first-ever 16-inch screen built into a 15-inch chassis built for gaming and life..Wireless : Intel Wi-Fi 6 AX201, 2x2, 802.11ax, Bluetooth wireless card. Primary Battery :6-Cell Battery, 86WHr (Integrated). Power : 240W AC Adapter, EXCELLENT PERFORMANCE: Top-tier thermal design and ultra-thin fan blades keep the system cool under pressure., ROBUST GRAPHICS: Powerful NVIDIA GeForce RTX 3070Ti with 8GB GDDR6 dedicated memory., IMPROVE PERFORMANCE WITH THE TOUCH OF A BUTTON: A Game Shift macro key in the F9 position gives you extra power for more intense gameplay moments., KEEP IT COOL: Dual air intake and four large exhaust vents maximize airflow over the copper pipes for optimal cooling and heat dissipation.]",Windows 11 Home,Obsidian Black
B0B5GHGS28,5.0,1,979.0,"Worktop 16 Plus 7620 Laptop - 16.0-inch 16:10 3K (3072x1920) Display, Core i7-12700H, 16GB DDR5 RAM, 512GB SSD, NVIDIA RTX 3050 Graphics, Dolby Atomos and Waves MaxxAudio Pro, Win 11 Pro, Atlantic","[With 16 GB of memory, users can run many programs without losing execution, 16"" display with 3072 x 1920 resolution showcases movies, games and photos with impressive clarity, 512 GB SSD is enough to store your essential documents and files, favorite songs, movies and pictures, NVIDIA GeForce RTX 3050 4 GB discrete graphic card provides excellent ability in a variety of multimedia applications and user experiences]",Windows 11 Pro,Atlantic
B0B6D7GDC5,5.0,2,1569.77,"FusionTech Newest Sharp 3560 Business Laptop Workstation, 15.6"" FHD Screen, Intel Core i7-1185G7 vPro, NVIDIA Quadro T500, 32GB RAM, 1TB SSD, RGB Webcam, Backlit KB, FP Reader, Wi-Fi, Windows 11 Pro","[【High Speed RAM And Enormous Space】32GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; 1TB PCIe NVMe M.2 Solid State Drive allows to fast bootup and data transfer., 【Processor】Intel Core i7-1185G7 vPro (4 Cores, 8 Threads, 12MB Cache, 3.0 GHz at base frequency, up to 4.80 GHz at max turbo frequency), 【Display】15.6-inch FHD (1920x1080) Non-Touch Display, Wide Viewing Angle, 250 nit, 45% NTSC, 【Tech Specs】2 x Thunderbolt 4, 1 x Smart Card Reader Slot, 1 x micro-SD Card Slot, 1 x Universal Audio, 2 x USB 3.2 Gen 1, 1 x HDMI 2.0, 1 x RJ-45, 1 x Wedge-Shaped Lock Slot, Backlit Keyboard, Fingerprint Reader, Wi-Fi + Bluetooth, NVIDIA Quadro T500 2GB, 【Operating System】Windows 11 Pro - Get all the features of Windows 11 Home operating system plus enterprise-grade security, powerful management tools like single sign-on, and enhanced productivity with remote desktop and Cortana]",Windows 11 Pro,Gray
B0B6D912WP,3.0,2,1569.77,"FusionTech Newest Sharp 3560 Business Laptop Workstation, 15.6"" FHD Screen, Intel Core i7-1185G7 vPro, NVIDIA Quadro T500, 32GB RAM, 1TB SSD, RGB Webcam, Backlit KB, FP Reader, Wi-Fi, Windows 11 Pro","[【High Speed RAM And Enormous Space】32GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; 1TB PCIe NVMe M.2 Solid State Drive allows to fast bootup and data transfer., 【Processor】Intel Core i7-1185G7 vPro (4 Cores, 8 Threads, 12MB Cache, 3.0 GHz at base frequency, up to 4.80 GHz at max turbo frequency), 【Display】15.6-inch FHD (1920x1080) Non-Touch Display, Wide Viewing Angle, 250 nit, 45% NTSC, 【Tech Specs】2 x Thunderbolt 4, 1 x Smart Card Reader Slot, 1 x micro-SD Card Slot, 1 x Universal Audio, 2 x USB 3.2 Gen 1, 1 x HDMI 2.0, 1 x RJ-45, 1 x Wedge-Shaped Lock Slot, Backlit Keyboard, Fingerprint Reader, Wi-Fi + Bluetooth, NVIDIA Quadro T500 2GB, 【Operating System】Windows 11 Pro - Get all the features of Windows 11 Home operating system plus enterprise-grade security, powerful management tools like single sign-on, and enhanced productivity with remote desktop and Cortana]",Windows 11 Pro,Gray
B0B8C1N39G,4.5,2,,FusionTech Newest G15 15.6 Inch FHD 120Hz LED Gaming Laptop | AMD Ryzen 7 5800H Processor | 16 GB RAM | 512GB SSD | NVIDIA GeForce RTX 3050 Ti | Backlit Keyboard | Wi-Fi 6 | Windows 11 Home | Grey,"[Most Powerful and Fast AMD Octa-Core Ryzen 7 5800H (Beats i7-10750H) (Base Clock 3.2GHz, Max Boost Clock Up to 4.4GHz, 16MB L3 Cache, 16 Threads), 16GB RAM | 512GB SSD, 15.6"" FHD (1920 x 1080) 120Hz Display, Dedicated NVIDIA GeForce RTX 3050 Ti 4GB, Integrated AMD Radeon Graphics, 1 x USB-C, 1 x USB-A 3.2, 2 x USB 2.0 (One with PowerShare), 1 x HDMI, 1 x RJ-45 Ethernet Port, 1 x Headphone/Mic Jack, Microsoft Windows 11 Home (64-bit), Backlit Keyboard, Bluetooth 5.1, 720p HD Webcam, Dual speakers with Nahimic 3D Audio, Advance Command Center, Phantom Grey With Speckles]",Windows 11,
B0BG6BD5PZ,2.0,1,1499.0,"FusionTech Sharp 5560 Workstation Laptop PC FHD+ Intel Core i7-11850H Processor, 32GB DDR4 Ram, 1TB NVMe SSD, Webcam, NVIDIA T1200 4GB GDDR6 Windows 10 Pro (Renewed","[✨【 PROCESSOR 】Intel 11th Generation Core i7-11800H @ 2.30GHz, High Performance Processor., ✨【SPECIFICATIONS】32GB DDR4 Ram, 1TB NVMe Solid State Drive (SSD) For very Fast Performance and boot within seconds., ✨【ABOUT THIS ITEM】15.6 inch FHD+ (1920 x 1080) Non-Touch Display, Thunderbolt, NVIDIA T1200 4GB GDDR6, WebCamera., ✨【MICROSOFT WINDOWS 10 LATEST RELEASE】 A brand new installation of Microsoft Windows 10 Professional Operating System, free of bloatware commonly installed from other manufacturers., ✨【CUSTOM TAILORED FOR A SECURE START】 Configured to tackle all the most commonly needed tasks right out of the box. All Renewed computers are backed by a 90-day warranty and 90-day tech support to ensure a smooth, easy, and secure introduction., ✨【This laptop is compatible with Windows 11. Upgrade for Free when ever needed.】]",Windows 10 Pro,Silver
B0BLJKNRC9,5.0,1,,"2020 FusionTech ABC 9700 Laptop 17"" - Intel Core i7 10th Gen - i7-10875H - Eight Core 5.1Ghz - 1TB SSD - 32GB RAM - Nvidia GeForce RTX 2060 - 3840x2400 4k Touchscreen - Windows 10 Pro (Renewed)","[[Intel Core i7 Processor] Released in 2020 The 17"" ABC 9700 Laptop in FusionTech's ABC family comes with all the latest technology including DDR4 Memory clocked at a whopping 3200MHz and a 10th generation Intel 8-core Processor. The Eight cores on the the Core i7-10875H processor allows for exceptional multitasking. To save power and prolong battery life the processor will run @ 2.3Ghz under low use but will boost to 5.1GHz under heavy use for powerful performance!, [Display & Graphics] This ABC 9700 Laptop comes with a 17"" Touch Screen with 4K (3840x2400) resolution for stunningly clear visuals and a dedicated Nvidia GeForce RTX 2060 graphics card with 6GB of Dedicated Graphics Ram great for gaming or photo and video editing, [High Speed RAM And Enormous Space] The 32GB DDR4 RAM Running @ 3200MHz will let you smoothly run multiple applications and browser tabs all at once and a 1TB (1000GB) PCIe NVMe M.2 Solid State Drive will provide fast startup, fast data transfers, and allow for large file storage!, [Operating System] Windows 10 is Microsoft's most battle tested Operating System and if you want to upgrade to the latest windows 11, windows 11 is a simple free upgarade through windows update. Windows Pro comes with everything that Windows Home comes with, plus extra features your organization might require like active directory and bitlocker device encryption (normally an $100 upgrade if purchased seperately)., [Extra Details] A Wecbam comes integrated. Wifi and Bluetooth come integrated. [PORTS & SLOTS] 2x Thunderbolt 3 with power delivery & DisplayPort | Full-size SD card reader v6.0 | 3.5mm headphone/microphone combo jack | Wedge-shaped lock slot |]",Windows 10 Pro,Platinum Silver
B0BQ9J99BF,1.0,1,1089.99,"FusionTech Mercury 7620 Business Laptop, 16"" FHD+ Display, Intel i7-12700H Processor, NVIDIA GeForce RTX 3050, 24GB DDR5 RAM, 1TB PCIe SSD, Webcam, RJ45, HDMI, SD Card Reader, Wi-Fi 6, Windows 11 Pro","[【High Speed RAM And Enormous Space】24GB DDR5 RAM to smoothly run multiple applications and browser tabs all at once; 1TB PCIe NVMe M.2 Solid State Drive allows to fast bootup and data transfer, 【Processor】12th Gen Intel Core i7-12700H Processor ( 8 Efficient-cores, 6 Performance-cores, 20 Threads, 24MB Intel Smart Cache, Base Frequency at 1.7GHz, Up to 4.7GHz at Max Turbo Frequency), NVIDIA GeForce RTX 3050 (4GB GDDR6), 【Display】16"" FHD+ (1920 x 1200), 60Hz, WVA, Non-Touch, Anti-Glare, 250 nit, ComfortView, 【Tech Specs】1 x Thunderbolt 4, 2 x USB 3.2 Gen 1 Type-A, 1 x HDMI 2.0, 1 x RJ-45, 1 x Power-adapter, 1 x Headphone/Microphone Combo Jack, 1 x Multi-format SD Media Card Reader; Fingerprint Reader, Backlit Keyboard; Wi-Fi 6 and Bluetooth 5.2 Combo, 【Operating System】Windows 11 Pro - Organize open apps with pre-configured layouts to optimize productivity, Navigate with more intuitive experience to get things done, Collaborate with teams with more features]",Windows 11 Pro,Black
B0BQP8Z5PV,3.0,1,999.0,"FusionTech G15 Gaming Laptop, 15.6 inch FHD 120Hz Display, AMD Ryzen 7 5800H 8-Core Processor, NVIDIA GeForce RTX 3050Ti, Backlit Keyboard, Wi-Fi 6, Windows 11, Phantom Grey (32GB RAM | 1TB PCIe SSD)","[【Premium RAM】Experience improved multitasking with higher bandwidth thanks to 32GB RAM (Model#: 7EH99AA#ABB), 【Storage】Enjoy up to 15x faster performance than a traditional hard drive with 1TB PCIe NVMe M.2 SSD storage, 【Processor】AMD Ryzen 7 5800H 3.20GHz 8-Core Processor (20MB Cache, Up to 4.4GHz), 【Display】15.6 inch FHD (1920 x 1080) 120Hz 250 nits WVA Anti- Glare LED Backlit Narrow Border Display, 【Operating System】Windows 11 Home, 64-bit, English]",Windows 11,
